nam,ten_truong,ma_goc,ten_nganh,diem_chuan,to_hop_mon,he_dao_tao,yeu_cau_phu,phan_hieu,doi_tuong,ma_nganh,ghi_chu,university_id
2018,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,18.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2019,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,19.45,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2020,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,21.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2020,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,21.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2020,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,21.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2021,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,21.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2021,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,21.5,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2021,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,21.5,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2022,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2022,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,19.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2022,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,19.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2023,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,20.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2023,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,20.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2023,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,20.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,21.8,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,21.8,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,21.8,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,20.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,20.0,A02,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,20.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,20.0,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,20.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720301,Điều dưỡng,20.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,228
2021,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,19.15,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2021,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,19.15,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2021,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,19.15,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2022,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2022,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,19.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2022,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,19.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2023,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2023,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,19.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2023,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,19.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,19.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,19.5,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,19.5,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,18.75,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,18.75,A02,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,18.75,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,18.75,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,18.75,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720302,Hộ sinh,18.75,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,228
2018,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,21.9,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2019,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,23.4,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2020,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2020,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.25,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2020,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.25,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2021,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2021,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.25,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2021,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.25,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2022,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.75,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2022,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.75,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2022,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.75,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2023,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2023,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.25,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2023,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.25,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.35,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.35,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.35,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.15,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.15,A02,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.15,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.15,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720501,Răng- Hàm -Mặt,26.15,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,228
2018,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,19.75,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2019,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,21.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2020,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,24.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2020,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,24.25,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2020,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,24.25,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2021,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,24.85,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2021,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,24.85,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2021,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,24.85,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2022,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,24.2,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2022,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,24.2,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2022,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,24.2,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2023,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,24.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2023,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,24.25,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2023,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,24.25,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,24.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,24.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,24.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,22.5,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,22.5,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,22.5,A02,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,22.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,22.5,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,22.5,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720602,Kỹ thuật hình ảnh y học,20.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720602,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720602,Kỹ thuật hình ảnh y học,20.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720602,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720602,Kỹ thuật hình ảnh y học,20.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720602,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720602,Kỹ thuật hình ảnh y học,21.25,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720602,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720602,Kỹ thuật hình ảnh y học,21.25,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720602,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720602,Kỹ thuật hình ảnh y học,21.25,A02,dai_tra,khong,co_so_chinh,toan_quoc,7720602,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720602,Kỹ thuật hình ảnh y học,21.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720602,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720602,Kỹ thuật hình ảnh y học,21.25,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720602,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720602,Kỹ thuật hình ảnh y học,21.25,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720602,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720603,Kỹ thuật phục hồi chức năng,20.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720603,Kỹ thuật phục hồi chức năng,20.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,228
2024,Đại học Y Dược - Đại học Thái Nguyên,7720603,Kỹ thuật phục hồi chức năng,20.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720603,Kỹ thuật phục hồi chức năng,20.5,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720603,Kỹ thuật phục hồi chức năng,20.5,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720603,Kỹ thuật phục hồi chức năng,20.5,A02,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720603,Kỹ thuật phục hồi chức năng,20.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720603,Kỹ thuật phục hồi chức năng,20.5,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,228
2025,Đại học Y Dược - Đại học Thái Nguyên,7720603,Kỹ thuật phục hồi chức năng,20.5,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,228
2018,Đại học Y Dược Cần Thơ,7720101,Y khoa,22.75,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,235
2019,Đại học Y Dược Cần Thơ,7720101,Y khoa,24.3,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,235
2020,Đại học Y Dược Cần Thơ,7720101,Y khoa,26.95,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,Điểm trúng tuyển đại trà,235
2021,Đại học Y Dược Cần Thơ,7720101,Y khoa,27.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,Ngưỡng điểm trúng tuyển xét theo nhu cầu xã hội giảm 1 điểm,235
2022,Đại học Y Dược Cần Thơ,7720101,Y khoa,25.6,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,235
2023,Đại học Y Dược Cần Thơ,7720101,Y khoa,25.52,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,235
2024,Đại học Y Dược Cần Thơ,7720101,Y khoa,25.7,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,235
2025,Đại học Y Dược Cần Thơ,7720101,Y khoa,23.88,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,235
2020,Đại học Y Dược Cần Thơ,7720101,Y khoa phục vụ ngành hiếm,24.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101H,Ngưỡng điểm trúng tuyển theo nhu cầu xã hội,235
2021,Đại học Y Dược Cần Thơ,7720101,Y khoa phục vụ ngành hiếm,25.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101H,,235
2018,Đại học Y Dược Cần Thơ,7720110,Y học dự phòng,19.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,235
2019,Đại học Y Dược Cần Thơ,7720110,Y học dự phòng,20.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,235
2020,Đại học Y Dược Cần Thơ,7720110,Y học dự phòng,23.4,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,Điểm trúng tuyển đại trà,235
2021,Đại học Y Dược Cần Thơ,7720110,Y học dự phòng,24.95,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,Ngưỡng điểm trúng tuyển xét theo nhu cầu xã hội giảm 1 điểm,235
2022,Đại học Y Dược Cần Thơ,7720110,Y học dự phòng,21.05,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,235
2023,Đại học Y Dược Cần Thơ,7720110,Y học dự phòng,22.35,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,235
2024,Đại học Y Dược Cần Thơ,7720110,Y học dự phòng,22.7,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,235
2025,Đại học Y Dược Cần Thơ,7720110,Y học dự phòng,17.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,235
2018,Đại học Y Dược Cần Thơ,7720115,Y học cổ truyền,21.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720115,,235
2019,Đại học Y Dược Cần Thơ,7720115,Y học cổ truyền,22.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720115,,235
2020,Đại học Y Dược Cần Thơ,7720115,Y học cổ truyền,25.2,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720115,Điểm trúng tuyển đại trà,235
2021,Đại học Y Dược Cần Thơ,7720115,Y học cổ truyền,25.65,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720115,Ngưỡng điểm trúng tuyển xét theo nhu cầu xã hội giảm 1 điểm,235
2022,Đại học Y Dược Cần Thơ,7720115,Y học cổ truyền,23.3,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720115,,235
2023,Đại học Y Dược Cần Thơ,7720115,Y học cổ truyền,23.9,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720115,,235
2024,Đại học Y Dược Cần Thơ,7720115,Y học cổ truyền,24.48,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720115,,235
2025,Đại học Y Dược Cần Thơ,7720115,Y học cổ truyền,19.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720115,,235
2018,Đại học Y Dược Cần Thơ,7720201,Dược học,22.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,235
2019,Đại học Y Dược Cần Thơ,7720201,Dược học,23.55,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,235
2020,Đại học Y Dược Cần Thơ,7720201,Dược học,26.1,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,Điểm trúng tuyển đại trà,235
2021,Đại học Y Dược Cần Thơ,7720201,Dược học,26.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,Ngưỡng điểm trúng tuyển xét theo nhu cầu xã hội giảm 1 điểm,235
2022,Đại học Y Dược Cần Thơ,7720201,Dược học,24.6,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,235
